========================================================
Size of text for cities @ different ZOOM:

ZOOM, text size (height), shadow px offset
1, 1
2, 3
3, 5
4, 7, (1,0)+(0,1)
5, 9, (1,0)+(0,1)
6, 10, (1,0)+(0,1)
7, 11, (1,0)+(0,1)
8, 12, (2,0)+(0,2)
9, 14, (2,0)+(0,2)
10, 16, (2,0)+(0,2)
11, 17, (2,0)+(0,2)
12, 19, (2,0)+(0,2)
13, 21, (2,0)+(0,2)
14, 22, (2,0)+(0,2)
15, 24, (2,0)+(0,2)
16, 26, (2,0)+(0,2)
========================================================
